fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,quality_binned,sulfur_balance
9.6,0.77,2.9,0.082,30.0,74.0,3.3,0.64,10.4,6,Medium,0.40540540540540543
9.8,0.66,3.2,0.083,21.0,59.0,3.37,0.71,11.5,7,High,0.3559322033898305
9.3,0.61,3.4,0.09,25.0,87.0,3.24,0.62,9.7,5,Medium,0.28735632183908044
7.8,0.62,2.3,0.079,6.0,18.0,3.29,0.63,9.3,5,Medium,0.3333333333333333
10.3,0.59,2.8,0.09,35.0,73.0,3.28,0.7,9.5,6,Medium,0.4794520547945205
10.0,0.49,11.0,0.071,13.0,50.0,3.16,0.69,9.2,6,Medium,0.26
11.6,0.53,3.65,0.121,6.0,14.0,3.05,0.74,11.5,7,High,0.42857142857142855
10.3,0.44,4.5,0.107,5.0,13.0,3.28,0.83,11.5,5,Medium,0.38461538461538464
13.4,0.27,2.6,0.082,6.0,21.0,3.16,0.67,9.7,6,Medium,0.2857142857142857
10.7,0.46,2.0,0.061,7.0,15.0,3.18,0.62,9.5,5,Medium,0.4666666666666667
10.2,0.36,2.9,0.122,10.0,41.0,3.23,0.66,12.5,6,Medium,0.24390243902439024
8.0,0.58,3.2,0.066,21.0,114.0,3.22,0.54,9.4,6,Medium,0.18421052631578946
8.4,0.56,2.1,0.105,16.0,44.0,3.13,0.52,11.0,5,Medium,0.36363636363636365
7.9,0.65,2.5,0.078,17.0,38.0,3.34,0.74,11.7,7,High,0.4473684210526316
11.9,0.695,3.4,0.128,7.0,21.0,3.17,0.84,12.2,7,High,0.3333333333333333
8.9,0.43,1.9,0.052,6.0,16.0,3.35,0.7,12.5,6,Medium,0.375
7.8,0.43,2.8,0.08,29.0,58.0,3.31,0.64,10.3,5,Medium,0.5
12.4,0.49,3.0,0.103,28.0,99.0,3.16,1.0,11.5,6,Medium,0.2828282828282828
12.5,0.28,2.3,0.082,12.0,29.0,3.11,1.36,9.8,7,High,0.41379310344827586
12.2,0.34,2.4,0.066,10.0,21.0,3.12,1.18,9.2,6,Medium,0.47619047619047616
10.6,0.42,2.7,0.065,5.0,18.0,3.21,0.87,11.3,6,Medium,0.2777777777777778
10.9,0.39,1.8,0.118,6.0,14.0,3.3,0.75,9.8,6,Medium,0.42857142857142855
11.9,0.57,2.6,0.082,6.0,32.0,3.12,0.78,10.7,6,Medium,0.1875
7.0,0.685,1.9,0.067,40.0,63.0,3.6,0.81,9.9,5,Medium,0.6349206349206349
6.6,0.815,2.7,0.072,17.0,34.0,3.58,0.89,12.3,7,High,0.5
13.8,0.49,3.0,0.093,6.0,15.0,3.02,0.93,12.0,6,Medium,0.4
9.6,0.56,2.8,0.089,15.0,46.0,3.11,0.92,10.0,6,Medium,0.32608695652173914
9.1,0.785,2.6,0.093,11.0,28.0,3.36,0.86,9.4,6,Medium,0.39285714285714285
10.7,0.67,2.7,0.107,17.0,34.0,3.28,0.98,9.9,6,Medium,0.5
9.1,0.795,2.6,0.096,11.0,26.0,3.35,0.83,9.4,6,Medium,0.4230769230769231
7.7,0.665,2.4,0.09,8.0,19.0,3.27,0.73,9.3,5,Medium,0.42105263157894735
13.5,0.53,4.8,0.12,23.0,77.0,3.18,0.77,13.0,5,Medium,0.2987012987012987
6.1,0.21,1.4,0.066,40.5,165.0,3.25,0.59,11.9,6,Medium,0.24545454545454545
6.7,0.75,2.4,0.078,17.0,32.0,3.55,0.61,12.8,6,Medium,0.53125
11.5,0.41,3.0,0.08,29.0,55.0,3.26,0.88,11.0,5,Medium,0.5272727272727272
10.5,0.42,2.95,0.116,12.0,29.0,3.24,0.75,11.7,7,High,0.41379310344827586
11.9,0.43,3.1,0.109,10.0,23.0,3.15,0.85,10.4,7,High,0.43478260869565216
12.6,0.38,2.6,0.088,10.0,41.0,3.17,0.68,9.8,6,Medium,0.24390243902439024
8.2,0.7,2.0,0.099,14.0,81.0,3.19,0.7,9.4,5,Medium,0.1728395061728395
8.6,0.45,2.6,0.086,21.0,50.0,3.37,0.91,9.9,6,Medium,0.42
11.9,0.58,2.5,0.072,6.0,37.0,3.05,0.56,10.0,5,Medium,0.16216216216216217
12.5,0.46,2.0,0.071,6.0,15.0,2.99,0.87,10.2,5,Medium,0.4
12.8,0.615,5.8,0.083,7.0,42.0,3.07,0.73,10.0,7,High,0.16666666666666666
10.0,0.42,3.4,0.107,7.0,21.0,3.26,0.93,11.8,6,Medium,0.3333333333333333
10.4,0.575,2.6,0.076,11.0,24.0,3.16,0.69,9.0,5,Medium,0.4583333333333333
10.3,0.34,2.8,0.159,15.0,75.0,3.18,0.64,9.4,5,Medium,0.2
9.4,0.27,2.4,0.074,6.0,18.0,3.2,1.13,12.0,7,High,0.3333333333333333
6.9,0.765,2.3,0.063,35.0,63.0,3.57,0.78,9.9,5,Medium,0.5555555555555556
7.9,0.24,1.6,0.056,11.0,25.0,3.32,0.87,8.7,6,Medium,0.44
9.1,0.28,1.8,0.067,26.0,46.0,3.32,1.04,10.6,6,Medium,0.5652173913043478
7.4,0.55,2.2,0.106,12.0,72.0,3.05,0.63,9.2,5,Medium,0.16666666666666666
14.0,0.41,3.8,0.089,6.0,47.0,3.01,0.81,10.8,6,Medium,0.1276595744680851
11.5,0.54,4.4,0.124,6.0,15.0,3.01,0.83,11.8,7,High,0.4
11.5,0.45,3.0,0.078,19.0,47.0,3.26,1.11,11.0,6,Medium,0.40425531914893614
11.4,0.625,6.2,0.088,6.0,24.0,3.11,0.99,13.3,6,Medium,0.25
8.3,0.42,2.5,0.094,24.0,60.0,3.31,0.7,10.8,6,Medium,0.4
8.3,0.26,2.0,0.08,11.0,27.0,3.21,0.8,9.4,6,Medium,0.4074074074074074
13.7,0.415,2.9,0.085,17.0,43.0,3.06,0.8,10.0,6,Medium,0.3953488372093023
7.7,0.51,2.1,0.087,23.0,54.0,3.42,0.74,9.2,5,Medium,0.42592592592592593
7.4,0.63,2.4,0.09,11.0,37.0,3.43,0.76,9.7,6,Medium,0.2972972972972973
7.8,0.54,2.0,0.088,23.0,48.0,3.41,0.74,9.2,6,Medium,0.4791666666666667
8.3,0.66,1.9,0.079,17.0,42.0,3.31,0.54,9.6,6,Medium,0.40476190476190477
7.8,0.46,1.9,0.088,23.0,53.0,3.43,0.74,9.2,6,Medium,0.4339622641509434
9.6,0.38,2.5,0.096,16.0,49.0,3.19,0.7,10.0,7,High,0.32653061224489793
5.6,0.85,1.4,0.045,12.0,88.0,3.56,0.82,12.9,8,,0.13636363636363635
9.5,0.37,2.0,0.082,6.0,26.0,3.18,0.51,9.5,5,Medium,0.23076923076923078
8.4,0.665,2.0,0.112,13.0,95.0,3.16,0.54,9.1,5,Medium,0.1368421052631579
12.7,0.6,2.3,0.063,6.0,25.0,3.03,0.57,9.9,5,Medium,0.24
12.0,0.37,4.2,0.066,7.0,38.0,3.22,0.6,13.0,7,High,0.18421052631578946
6.6,0.735,7.9,0.122,68.0,124.0,3.47,0.53,9.9,5,Medium,0.5483870967741935
11.5,0.59,2.6,0.087,13.0,49.0,3.18,0.65,11.0,6,Medium,0.2653061224489796
8.7,0.765,2.3,0.064,9.0,42.0,3.1,0.55,9.4,5,Medium,0.21428571428571427
7.7,0.26,1.7,0.059,20.0,38.0,3.29,0.47,10.8,6,Medium,0.5263157894736842
12.2,0.48,2.6,0.085,19.0,64.0,3.1,0.61,10.5,6,Medium,0.296875
11.4,0.6,2.7,0.085,10.0,41.0,3.15,0.63,10.5,6,Medium,0.24390243902439024
7.7,0.69,2.7,0.075,15.0,27.0,3.26,0.61,9.1,5,Medium,0.5555555555555556
8.7,0.31,1.4,0.059,11.0,25.0,3.36,0.76,10.1,6,Medium,0.44
9.8,0.44,2.5,0.063,9.0,28.0,3.24,0.65,10.8,6,Medium,0.32142857142857145
12.0,0.39,3.0,0.093,12.0,30.0,3.18,0.63,10.8,7,High,0.4
10.4,0.34,3.7,0.174,6.0,16.0,3.19,0.7,11.3,6,Medium,0.375
12.5,0.46,4.5,0.07,26.0,49.0,3.05,0.57,9.6,4,Low,0.5306122448979592
9.0,0.43,2.5,0.08,26.0,86.0,3.38,0.62,9.5,6,Medium,0.3023255813953488
9.1,0.45,2.4,0.08,23.0,78.0,3.38,0.62,9.5,5,Medium,0.2948717948717949
7.1,0.735,1.9,0.1,15.0,77.0,3.27,0.64,9.3,5,Medium,0.19480519480519481
9.9,0.4,6.7,0.097,6.0,19.0,3.27,0.82,11.7,7,High,0.3157894736842105
8.8,0.52,2.7,0.087,24.0,122.0,3.26,0.61,9.5,5,Medium,0.19672131147540983
8.6,0.725,6.6,0.117,31.0,134.0,3.32,1.07,9.3,5,Medium,0.23134328358208955
10.6,0.48,2.2,0.111,6.0,20.0,3.26,0.66,11.7,6,Medium,0.3
7.0,0.58,1.9,0.091,34.0,124.0,3.44,0.48,10.5,5,Medium,0.27419354838709675
11.9,0.38,2.0,0.121,7.0,20.0,3.24,0.76,10.4,6,Medium,0.35
6.8,0.77,1.8,0.066,34.0,52.0,3.62,0.68,9.9,5,Medium,0.6538461538461539
9.5,0.56,2.4,0.089,35.0,67.0,3.28,0.73,11.8,7,High,0.5223880597014925
6.6,0.84,2.3,0.059,32.0,48.0,3.52,0.56,12.3,7,High,0.6666666666666666
7.7,0.96,2.0,0.047,15.0,60.0,3.36,0.44,10.9,5,Medium,0.25
10.5,0.24,2.1,0.066,6.0,24.0,3.15,0.9,11.0,7,High,0.25
6.4,0.67,2.1,0.045,19.0,48.0,3.49,0.49,11.4,6,Medium,0.3958333333333333
9.5,0.78,1.9,0.077,6.0,32.0,3.26,0.56,10.6,6,Medium,0.1875
9.1,0.52,1.3,0.07,9.0,30.0,3.24,0.6,9.3,5,Medium,0.3
12.8,0.84,2.4,0.088,13.0,35.0,3.1,0.6,10.4,6,Medium,0.37142857142857144
7.8,0.55,2.2,0.074,21.0,66.0,3.25,0.56,9.2,5,Medium,0.3181818181818182
11.9,0.37,2.3,0.078,12.0,24.0,3.0,0.65,12.8,6,Medium,0.5
12.3,0.39,2.3,0.091,6.0,18.0,3.16,0.49,9.5,5,Medium,0.3333333333333333
10.4,0.41,3.2,0.076,22.0,54.0,3.15,0.89,9.9,6,Medium,0.4074074074074074
8.0,0.67,2.0,0.06,38.0,62.0,3.26,0.56,10.2,6,Medium,0.6129032258064516
11.1,0.45,3.2,0.066,6.0,22.0,3.17,0.66,11.2,6,Medium,0.2727272727272727
7.0,0.62,1.5,0.062,7.0,50.0,3.08,0.6,9.3,5,Medium,0.14
12.6,0.31,2.2,0.072,6.0,29.0,2.88,0.82,9.8,8,,0.20689655172413793
11.9,0.4,2.15,0.068,7.0,27.0,3.06,0.68,11.3,6,Medium,0.25925925925925924
15.6,0.685,3.7,0.1,6.0,43.0,2.95,0.68,11.2,7,High,0.13953488372093023
10.0,0.44,2.7,0.077,11.0,19.0,3.23,0.63,11.6,7,High,0.5789473684210527
5.3,0.57,1.7,0.054,5.0,27.0,3.57,0.84,12.5,7,High,0.18518518518518517
9.5,0.735,2.1,0.079,6.0,31.0,3.23,0.56,10.1,6,Medium,0.1935483870967742
12.5,0.38,2.6,0.081,31.0,72.0,3.1,0.73,10.5,5,Medium,0.4305555555555556
9.3,0.48,2.1,0.127,6.0,16.0,3.22,0.72,11.2,5,Medium,0.375
8.6,0.53,2.0,0.1,7.0,27.0,3.2,0.56,10.2,6,Medium,0.25925925925925924
11.9,0.39,2.8,0.095,17.0,35.0,3.1,0.61,10.8,6,Medium,0.4857142857142857
8.4,0.37,1.8,0.413,9.0,26.0,3.06,1.06,9.1,6,Medium,0.34615384615384615
6.8,0.56,1.7,0.084,18.0,35.0,3.44,0.63,10.0,6,Medium,0.5142857142857142
10.4,0.33,2.8,0.084,5.0,22.0,3.26,0.74,11.2,7,High,0.22727272727272727
7.0,0.23,1.6,0.063,21.0,67.0,3.5,0.63,11.1,5,Medium,0.31343283582089554
11.3,0.62,5.2,0.086,6.0,19.0,3.22,0.69,13.4,8,,0.3157894736842105
8.9,0.59,2.3,0.095,5.0,22.0,3.37,0.58,10.3,5,Medium,0.22727272727272727
9.2,0.63,2.7,0.097,29.0,65.0,3.28,0.58,9.6,5,Medium,0.4461538461538462
11.6,0.58,2.2,0.074,10.0,47.0,3.25,0.57,9.0,3,Low,0.2127659574468085
9.2,0.43,2.3,0.083,14.0,23.0,3.35,0.61,11.3,6,Medium,0.6086956521739131
8.3,0.615,2.6,0.087,6.0,19.0,3.26,0.61,9.3,5,Medium,0.3157894736842105
11.0,0.26,2.55,0.085,10.0,25.0,3.18,0.61,11.8,5,Medium,0.4
8.1,0.66,2.2,0.098,25.0,129.0,3.08,0.53,9.0,5,Medium,0.1937984496124031
11.5,0.315,2.1,0.084,5.0,15.0,2.98,0.7,9.2,6,Medium,0.3333333333333333
10.0,0.29,2.9,0.098,10.0,26.0,3.48,0.91,9.7,5,Medium,0.38461538461538464
10.3,0.5,2.0,0.069,21.0,51.0,3.16,0.72,11.5,6,Medium,0.4117647058823529
8.8,0.46,2.6,0.065,7.0,18.0,3.32,0.79,14.0,6,Medium,0.3888888888888889
11.4,0.36,2.1,0.09,6.0,21.0,3.17,0.62,9.2,6,Medium,0.2857142857142857
8.7,0.82,1.2,0.07,36.0,48.0,3.2,0.58,9.8,5,Medium,0.75
13.0,0.32,2.6,0.093,15.0,47.0,3.05,0.61,10.6,5,Medium,0.3191489361702128
9.6,0.54,2.4,0.081,25.0,52.0,3.2,0.71,11.4,6,Medium,0.4807692307692308
12.5,0.37,2.6,0.083,25.0,68.0,3.15,0.82,10.4,6,Medium,0.36764705882352944
9.9,0.35,2.1,0.062,5.0,14.0,3.26,0.79,10.6,5,Medium,0.35714285714285715
10.5,0.28,1.7,0.08,10.0,24.0,3.2,0.89,9.4,6,Medium,0.4166666666666667
9.6,0.68,2.2,0.087,5.0,28.0,3.14,0.6,10.2,5,Medium,0.17857142857142858
9.3,0.27,2.0,0.091,6.0,16.0,3.28,0.7,9.7,5,Medium,0.375
10.4,0.24,1.8,0.075,6.0,20.0,3.18,1.06,11.0,6,Medium,0.3
9.4,0.685,2.7,0.077,6.0,31.0,3.19,0.7,10.1,6,Medium,0.1935483870967742
10.6,0.28,15.5,0.069,6.0,23.0,3.12,0.66,9.2,5,Medium,0.2608695652173913
9.4,0.3,2.8,0.08,6.0,17.0,3.15,0.92,11.7,8,,0.35294117647058826
10.6,0.36,2.2,0.152,6.0,18.0,3.04,1.05,9.4,5,Medium,0.3333333333333333
10.6,0.36,2.2,0.152,7.0,18.0,3.04,1.06,9.4,5,Medium,0.3888888888888889
10.6,0.44,4.1,0.114,6.0,24.0,3.06,0.66,13.4,6,Medium,0.25
10.2,0.67,1.9,0.054,6.0,17.0,3.17,0.47,10.0,5,Medium,0.35294117647058826
10.2,0.645,1.8,0.053,5.0,14.0,3.17,0.42,10.0,6,Medium,0.35714285714285715
11.6,0.32,2.8,0.081,35.0,67.0,3.32,0.92,10.8,7,High,0.5223880597014925
9.3,0.39,2.6,0.073,10.0,26.0,3.34,0.75,10.2,6,Medium,0.38461538461538464
9.3,0.775,2.8,0.078,24.0,56.0,3.31,0.67,10.6,6,Medium,0.42857142857142855
9.2,0.41,2.5,0.055,12.0,25.0,3.34,0.79,13.3,7,High,0.48
8.9,0.4,2.6,0.052,13.0,27.0,3.32,0.9,13.4,7,High,0.48148148148148145
8.7,0.69,3.0,0.086,23.0,81.0,3.48,0.74,11.6,6,Medium,0.2839506172839506
6.5,0.39,8.3,0.051,28.0,91.0,3.44,0.55,12.1,6,Medium,0.3076923076923077
10.7,0.35,2.6,0.07,5.0,16.0,3.15,0.65,11.0,8,,0.3125
7.8,0.52,1.9,0.081,14.0,38.0,3.43,0.65,9.0,6,Medium,0.3684210526315789
7.2,0.34,2.5,0.09,43.0,113.0,3.32,0.79,11.1,5,Medium,0.3805309734513274
10.4,0.44,6.55,0.074,38.0,76.0,3.17,0.85,12.0,7,High,0.5
10.5,0.26,1.9,0.078,6.0,24.0,3.18,1.04,10.9,7,High,0.25
10.5,0.24,1.8,0.077,6.0,22.0,3.21,1.05,10.8,7,High,0.2727272727272727
10.2,0.49,2.9,0.072,10.0,26.0,3.16,0.78,12.5,7,High,0.38461538461538464
10.4,0.24,1.8,0.075,6.0,21.0,3.25,1.02,10.8,7,High,0.2857142857142857
11.2,0.67,2.3,0.084,6.0,13.0,3.17,0.71,9.5,6,Medium,0.46153846153846156
10.0,0.59,2.2,0.09,26.0,62.0,3.18,0.63,10.2,6,Medium,0.41935483870967744
13.3,0.29,2.8,0.084,23.0,43.0,3.04,0.68,11.4,7,High,0.5348837209302325
12.4,0.42,4.6,0.073,19.0,43.0,3.02,0.61,9.5,5,Medium,0.4418604651162791
10.7,0.4,2.1,0.125,15.0,49.0,3.03,0.81,9.7,6,Medium,0.30612244897959184
10.5,0.51,2.4,0.107,6.0,15.0,3.09,0.66,11.8,7,High,0.4
8.5,0.655,6.1,0.122,34.0,151.0,3.31,1.14,9.3,5,Medium,0.2251655629139073
12.5,0.6,4.3,0.1,5.0,14.0,3.25,0.74,11.9,6,Medium,0.35714285714285715
10.4,0.61,2.1,0.2,5.0,16.0,3.16,0.63,8.4,3,Low,0.3125
10.9,0.21,2.8,0.088,11.0,32.0,3.22,0.68,11.7,6,Medium,0.34375
7.3,0.365,2.5,0.088,39.0,106.0,3.36,0.78,11.0,5,Medium,0.36792452830188677
9.8,0.25,2.7,0.088,15.0,33.0,3.42,0.9,10.0,6,Medium,0.45454545454545453
7.6,0.41,2.0,0.088,16.0,43.0,3.48,0.64,9.1,5,Medium,0.37209302325581395
8.2,0.39,2.3,0.099,47.0,133.0,3.38,0.99,9.8,5,Medium,0.3533834586466165
9.3,0.4,2.5,0.085,38.0,142.0,3.22,0.55,9.4,5,Medium,0.2676056338028169
9.2,0.43,2.4,0.086,23.0,116.0,3.23,0.64,9.5,5,Medium,0.19827586206896552
10.4,0.64,2.8,0.105,29.0,53.0,3.24,0.67,9.9,5,Medium,0.5471698113207547
7.0,0.38,2.5,0.097,33.0,85.0,3.39,0.77,11.4,6,Medium,0.38823529411764707
8.2,0.42,2.6,0.084,32.0,55.0,3.34,0.75,8.7,6,Medium,0.5818181818181818
9.9,0.63,2.4,0.077,6.0,33.0,3.09,0.57,9.4,5,Medium,0.18181818181818182
9.1,0.22,2.1,0.078,1.0,28.0,3.41,0.87,10.3,6,Medium,0.03571428571428571
11.9,0.38,2.7,0.098,12.0,42.0,3.16,0.61,10.3,5,Medium,0.2857142857142857
10.3,0.27,2.1,0.072,15.0,33.0,3.22,0.66,12.8,6,Medium,0.45454545454545453
10.0,0.48,2.7,0.102,13.0,32.0,3.28,0.56,10.0,6,Medium,0.40625
8.1,0.825,2.1,0.084,5.0,13.0,3.37,0.77,10.7,6,Medium,0.38461538461538464
12.9,0.35,5.8,0.066,5.0,35.0,3.2,0.66,12.0,7,High,0.14285714285714285
11.2,0.5,5.15,0.1,5.0,17.0,3.22,0.62,11.2,5,Medium,0.29411764705882354
9.2,0.59,3.3,0.101,20.0,47.0,3.26,0.67,9.6,5,Medium,0.425531914893617
9.5,0.46,6.3,0.064,5.0,17.0,3.21,0.73,11.0,6,Medium,0.29411764705882354
9.3,0.715,2.1,0.07,5.0,20.0,3.12,0.59,9.9,5,Medium,0.25
11.2,0.66,2.5,0.085,16.0,53.0,3.06,0.72,11.0,6,Medium,0.3018867924528302
14.3,0.31,1.8,0.075,6.0,15.0,2.86,0.79,8.4,6,Medium,0.4
9.1,0.47,2.6,0.094,38.0,106.0,3.08,0.59,9.1,5,Medium,0.3584905660377358
7.5,0.55,2.0,0.078,10.0,28.0,3.45,0.78,9.5,6,Medium,0.35714285714285715
10.6,0.31,2.5,0.067,6.0,21.0,3.26,0.86,10.7,6,Medium,0.2857142857142857
12.4,0.35,2.6,0.079,27.0,69.0,3.12,0.75,10.4,6,Medium,0.391304347826087
9.0,0.53,1.9,0.171,6.0,25.0,3.27,0.61,9.4,6,Medium,0.24
6.8,0.51,2.1,0.074,9.0,25.0,3.33,0.56,9.5,6,Medium,0.36
9.4,0.43,2.8,0.092,14.0,45.0,3.19,0.73,10.0,6,Medium,0.3111111111111111
9.5,0.46,2.7,0.092,14.0,44.0,3.12,0.74,10.0,6,Medium,0.3181818181818182
5.0,1.04,1.6,0.05,32.0,96.0,3.74,0.62,11.5,5,Medium,0.3333333333333333
15.5,0.645,4.2,0.095,10.0,23.0,2.92,0.74,11.1,5,Medium,0.43478260869565216
10.9,0.53,4.6,0.118,10.0,17.0,3.07,0.56,11.7,6,Medium,0.5882352941176471
15.6,0.645,4.2,0.095,10.0,23.0,2.92,0.74,11.1,5,Medium,0.43478260869565216
13.0,0.47,4.3,0.085,6.0,47.0,3.3,0.68,12.7,6,Medium,0.1276595744680851
12.7,0.6,2.8,0.075,5.0,19.0,3.14,0.57,11.4,5,Medium,0.2631578947368421
9.0,0.44,2.4,0.078,26.0,121.0,3.23,0.58,9.2,5,Medium,0.21487603305785125
9.0,0.54,2.9,0.094,41.0,110.0,3.08,0.61,9.2,5,Medium,0.37272727272727274
7.6,0.29,2.7,0.092,25.0,60.0,3.31,0.61,10.1,6,Medium,0.4166666666666667
8.7,0.7,2.5,0.226,5.0,15.0,3.32,0.6,9.0,6,Medium,0.3333333333333333
9.8,0.5,2.6,0.25,5.0,20.0,3.31,0.79,10.7,6,Medium,0.25
6.2,0.36,2.2,0.095,19.0,42.0,3.57,0.57,11.7,6,Medium,0.4523809523809524
11.5,0.35,3.3,0.07,10.0,37.0,3.32,0.91,11.0,6,Medium,0.2702702702702703
10.2,0.24,2.4,0.075,10.0,28.0,3.14,0.61,10.4,5,Medium,0.35714285714285715
10.5,0.59,2.1,0.07,14.0,47.0,3.3,0.56,9.6,4,Low,0.2978723404255319
10.6,0.34,3.2,0.078,20.0,78.0,3.19,0.7,10.0,6,Medium,0.2564102564102564
12.3,0.27,3.1,0.079,28.0,46.0,3.2,0.8,10.2,6,Medium,0.6086956521739131
9.9,0.5,2.3,0.103,6.0,14.0,3.34,0.52,10.0,4,Low,0.42857142857142855
8.8,0.44,2.8,0.083,18.0,111.0,3.3,0.6,9.5,5,Medium,0.16216216216216217
8.8,0.47,2.9,0.085,17.0,110.0,3.29,0.6,9.8,5,Medium,0.15454545454545454
10.6,0.31,2.2,0.063,18.0,40.0,3.14,0.51,9.8,6,Medium,0.45
12.3,0.5,2.2,0.089,5.0,14.0,3.19,0.44,9.6,5,Medium,0.35714285714285715
11.7,0.49,2.2,0.083,5.0,15.0,3.19,0.43,9.2,5,Medium,0.3333333333333333
12.0,0.28,1.9,0.074,10.0,21.0,2.98,0.66,9.9,7,High,0.47619047619047616
11.8,0.33,3.4,0.093,54.0,80.0,3.3,0.76,10.7,7,High,0.675
7.6,0.51,2.4,0.091,8.0,38.0,3.47,0.66,9.6,6,Medium,0.21052631578947367
11.1,0.31,2.7,0.094,16.0,47.0,3.12,1.02,10.6,7,High,0.3404255319148936
7.3,0.73,1.9,0.108,18.0,102.0,3.26,0.59,9.3,5,Medium,0.17647058823529413
5.0,0.42,2.0,0.06,19.0,50.0,3.72,0.74,14.0,8,,0.38
10.2,0.29,2.6,0.059,5.0,13.0,3.05,0.74,10.5,7,High,0.38461538461538464
9.0,0.45,2.6,0.084,21.0,75.0,3.35,0.57,9.7,5,Medium,0.28
6.6,0.39,1.7,0.07,23.0,149.0,3.12,0.5,11.5,6,Medium,0.15436241610738255
9.9,0.49,3.5,0.094,9.0,43.0,3.29,0.58,9.0,5,Medium,0.20930232558139536
7.9,0.72,2.6,0.096,20.0,38.0,3.4,0.53,9.5,5,Medium,0.5263157894736842
8.9,0.595,7.9,0.086,30.0,109.0,3.27,0.57,9.3,5,Medium,0.27522935779816515
12.4,0.4,2.0,0.059,6.0,24.0,3.04,0.6,9.3,6,Medium,0.25
11.9,0.58,1.9,0.071,5.0,18.0,3.09,0.63,10.0,6,Medium,0.2777777777777778
8.5,0.585,2.1,0.078,5.0,30.0,3.2,0.48,9.8,6,Medium,0.16666666666666666
12.7,0.59,2.3,0.082,11.0,22.0,3.0,0.7,9.3,6,Medium,0.5
8.2,0.915,2.1,0.088,7.0,23.0,3.26,0.47,10.0,4,Low,0.30434782608695654
13.2,0.46,2.2,0.071,12.0,35.0,3.1,0.56,9.0,6,Medium,0.34285714285714286
7.7,0.835,2.6,0.081,6.0,14.0,3.3,0.52,9.3,5,Medium,0.42857142857142855
8.3,0.58,2.9,0.096,14.0,63.0,3.17,0.62,9.1,6,Medium,0.2222222222222222
8.3,0.6,2.6,0.085,6.0,24.0,3.31,0.59,9.2,6,Medium,0.25
9.4,0.41,4.6,0.072,10.0,20.0,3.34,0.79,12.2,7,High,0.5
8.8,0.48,3.3,0.092,26.0,52.0,3.31,0.53,10.5,6,Medium,0.5
10.1,0.65,5.1,0.11,11.0,65.0,3.32,0.64,10.4,6,Medium,0.16923076923076924
6.3,0.36,3.2,0.075,15.0,39.0,3.56,0.52,12.7,6,Medium,0.38461538461538464
8.8,0.24,2.5,0.083,25.0,57.0,3.39,0.54,9.2,5,Medium,0.43859649122807015
13.2,0.38,2.7,0.081,5.0,16.0,2.98,0.54,9.4,5,Medium,0.3125
7.5,0.64,2.4,0.077,18.0,29.0,3.32,0.6,10.0,6,Medium,0.6206896551724138
8.2,0.39,1.5,0.058,10.0,29.0,3.26,0.74,9.8,5,Medium,0.3448275862068966
9.2,0.755,2.2,0.148,10.0,103.0,2.87,1.36,10.2,6,Medium,0.0970873786407767
9.6,0.6,2.3,0.079,28.0,71.0,3.5,0.57,9.7,5,Medium,0.39436619718309857
11.5,0.31,2.2,0.079,14.0,28.0,3.03,0.93,9.8,6,Medium,0.5
11.4,0.46,2.7,0.122,4.0,17.0,3.13,0.7,10.2,5,Medium,0.23529411764705882
11.3,0.37,2.3,0.088,6.0,16.0,3.09,0.8,9.3,5,Medium,0.375
8.3,0.54,3.4,0.076,16.0,112.0,3.27,0.61,9.4,5,Medium,0.14285714285714285
8.2,0.56,3.4,0.078,14.0,104.0,3.28,0.62,9.4,5,Medium,0.1346153846153846
10.0,0.58,1.9,0.08,9.0,32.0,3.13,0.55,9.5,5,Medium,0.28125
7.9,0.51,2.9,0.077,21.0,45.0,3.49,0.96,12.1,6,Medium,0.4666666666666667
6.8,0.69,5.6,0.124,21.0,58.0,3.46,0.72,10.2,5,Medium,0.3620689655172414
8.8,0.6,2.2,0.098,5.0,15.0,3.36,0.49,9.1,5,Medium,0.3333333333333333
8.7,0.54,2.5,0.097,7.0,31.0,3.27,0.6,9.3,6,Medium,0.22580645161290322
7.6,0.685,2.3,0.111,20.0,84.0,3.21,0.61,9.3,5,Medium,0.23809523809523808
10.4,0.28,2.7,0.105,5.0,19.0,3.25,0.63,9.5,5,Medium,0.2631578947368421
7.6,0.41,3.0,0.087,21.0,43.0,3.32,0.57,10.5,6,Medium,0.4883720930232558
10.1,0.935,3.4,0.105,11.0,86.0,3.43,0.64,11.3,4,Low,0.12790697674418605
7.9,0.35,1.9,0.073,46.0,102.0,3.27,0.58,9.5,5,Medium,0.45098039215686275
8.7,0.84,1.4,0.065,24.0,33.0,3.27,0.55,9.7,5,Medium,0.7272727272727273
9.6,0.88,2.4,0.086,30.0,147.0,3.24,0.53,9.4,5,Medium,0.20408163265306123
9.5,0.885,2.3,0.084,31.0,145.0,3.24,0.53,9.4,5,Medium,0.21379310344827587
7.7,0.915,2.2,0.143,7.0,23.0,3.35,0.65,10.2,7,High,0.30434782608695654
8.9,0.29,1.9,0.067,25.0,57.0,3.18,1.36,10.3,6,Medium,0.43859649122807015
9.9,0.54,2.3,0.071,16.0,40.0,3.39,0.62,9.4,5,Medium,0.4
